key,dev_en
skill_chukle_muckel_FairyofManyNames_nameKey,Fairy of Many Names
skill_chukle_muckel_ToothFairy_nameKey,Tooth Fairy
skill_chukle_muckel_MariTeilatukoa_nameKey,Maritxu Teilatukoa
skill_chukle_muckel_Fadadosdentes_nameKey,Fada dos dentes
skill_chukle_muckel_LaPetiteSouris_nameKey,La Petite Souris
skill_chukle_muckel_FairyMouse_nameKey,Fairy Mouse
skill_chukle_muckel_RatoncitoPerez_nameKey,Ratoncito Pérez
skill_chukle_muckel_Topolino_nameKey,Topolino
skill_chukle_muckel_FairyofManyNames_descriptionKey,Deals moderate Nature damage to one enemy. Removes all Control status effects from all allies.
skill_chukle_muckel_ToothFairy_descriptionKey,Deals moderate Nature damage to one enemy. Removes all Tortures from all allies.
skill_chukle_muckel_MariTeilatukoa_descriptionKey,"Applies Damage Boost, Precision, and Life Regeneration to one ally."
skill_chukle_muckel_Fadadosdentes_descriptionKey,Heals all allies by 35%. Applies Life Regeneration to all allies. Requires cooldown.
skill_chukle_muckel_LaPetiteSouris_descriptionKey,Deals low Nature damage to one enemy. Removes positive status effects from one enemy. Applies Cooldown Protection to all allies. Requires cooldown.
skill_chukle_muckel_FairyMouse_descriptionKey,Deals low Nature damage to one enemy. Removes all negative status effects from all allies. Requires cooldown.
skill_chukle_muckel_RatoncitoPerez_descriptionKey,Deals moderate Nature damage to one enemy. Applies Immunity to Control to all allies. Requires cooldown.
skill_chukle_muckel_Topolino_descriptionKey,Deals low Nature damage to one enemy. Applies Immunity to Torture to all allies. Blocks all damage except from the Fire element for all allies.
specialSkill_Hammaspeikko_nameKey,Hammaspeikko
specialSkill_Hammaspeikko_descriptionKey,Removes all negative status effects and gives 100% Life and Stamina to all allies. Removes positive status effects from all enemies. Disables Trait on all enemies.
monster_ChukleMuckel_nameKey,Chuckle Muckel
monster_ChukleMuckel_descriptionKey,"This fairy arrived through the Cosmic portal to grace and protect all monsters. When they’re little and lose a milk tooth, Chuckle Muckel comes while they’re sleeping and collects it. She uses it to study their DNA and finds the best way to protect them when they grow up and go into battle."
monster_ChukleMuckel_gameplayDescriptionKey,Nature Support monster with Anticipation
skill_kaguya_Habaki_nameKey,Habaki 
skill_kaguya_Tsuka_nameKey,Tsuka
skill_kaguya_Jyuzumaru_nameKey,Jyuzumaru
skill_kaguya_Odenta_nameKey,Odenta
skill_kaguya_Onimaru_nameKey,Onimaru
skill_kaguya_Muramasa_nameKey,Muramasa
skill_kaguya_Dojigiri_nameKey,Dojigiri
skill_kaguya_Masamune_nameKey,Masamune
skill_kaguya_Habaki_descriptionKey,Deals moderate Dark damage to one enemy. Applies Dark Weakness to one enemy.
skill_kaguya_Tsuka_descriptionKey,Removes all Tortures from itself. Applies Precision to itself. Requires cooldown.
skill_kaguya_Jyuzumaru_descriptionKey,Deals moderate Dark damage to all enemies. Applies Dark Weakness to all enemies. Requires cooldown.
skill_kaguya_Odenta_descriptionKey,Deals heavy Dark damage to one enemy. Applies Bleed to one enemy. Requires cooldown.
skill_kaguya_Onimaru_descriptionKey,Applies a random Damage Buff effect to itself. Applies Evasion to itself. Requires cooldown.
skill_kaguya_Muramasa_descriptionKey,Applies Damage Boost to itself. Gives 1 extra turn to itself. Requires cooldown.
skill_kaguya_Dojigiri_descriptionKey,Deals moderate Dark damage to all enemies. Applies Bleed to all enemies. Requires cooldown.
skill_kaguya_Masamune_descriptionKey,Deals moderate Dark damage to one enemy. Gives 1 extra turn to itself. Requires cooldown.
specialSkill_MikazukiMunechika_nameKey,Mikazuki Munechika
specialSkill_MikazukiMunechika_descriptionKey,Removes 100% of Total Life from one enemy.
monster_Kaguya_nameKey,Kaguya
monster_Kaguya_descriptionKey,"Kaguya is on a mission of military espionage. He’s infiltrated the samurai community by disguising himself as one of them. He aims to learn all their battle tactics and secrets to then take their wisdom back to his alien civilization at the other side of the Cosmic portal. There, he’ll train his fellow soldiers and crush enemy civilizations from neighboring galaxies."
monster_Kaguya_gameplayDescriptionKey,Dark Attacker with Extra Turn Skills
skill_iguanazaur_FrozenVengeance_nameKey,Frozen Vengeance
skill_iguanazaur_SonofTheBoltcaster_nameKey,Son of The Boltcaster
skill_iguanazaur_StormBreaker_nameKey,Storm Breaker
skill_iguanazaur_ScourgeofThethys_nameKey,Scourge of Thetys
skill_iguanazaur_SmashofTheWorthy_nameKey,Smash of The Worthy
skill_iguanazaur_BaneofTheGiants_nameKey,Bane of The Giants
skill_iguanazaur_ForMyFather_nameKey,For My Father!!
skill_iguanazaur_GoingforTheHead_nameKey,Going for The Head
skill_iguanazaur_FrozenVengeance_descriptionKey,Deals low Water damage to one enemy. 50% chance of applying Freeze to one enemy.
skill_iguanazaur_SonofTheBoltcaster_descriptionKey,Deals low Thunder damage to one enemy. Applies Shock to one enemy.
skill_iguanazaur_StormBreaker_descriptionKey,Deals moderate Thunder damage to all enemies. Applies Shock to all enemies. Requires cooldown.
skill_iguanazaur_ScourgeofThethys_descriptionKey,Deals moderate Water damage to one enemy. Applies Water Weakness to one enemy.
skill_iguanazaur_SmashofTheWorthy_descriptionKey,Deals moderate Water damage to one enemy. Applies Drowned to one enemy. Requires cooldown.
skill_iguanazaur_BaneofTheGiants_descriptionKey,Applies Damage Boost to himself. Applies Immunity to Freeze to itself. Requires cooldown.
skill_iguanazaur_ForMyFather_descriptionKey,Deals heavy Water Damage to all enemies. Applies Drowned to all enemies. Applies Water Weakness to all enemies. Requires cooldown.
skill_iguanazaur_GoingforTheHead_descriptionKey,Deals very heavy Thunder Damage to one enemy. Applies Thunder Weakness to all enemies. Requires cooldown.
specialSkill_Ragnafrog_nameKey,Ragnafrog!!
specialSkill_Ragnafrog_descriptionKey,Deals insane Thunder damage to all enemies. Applies Drowned to all enemies. Applies Shock to all enemies.
monster_Iguanazaur_nameKey,Iguanazaur
monster_Iguanazaur_descriptionKey,"Meet Hydratila’s son! When Queen Thalassa left the Water Realm to fight alongside the other Warmasters and Thetys took over her throne, Hydratila sent Iguanazaur away to save him from the new ruler’s terrible administration. Now that Thalassa’s back, so is a grown-up Iguanazaur, ready to become a soldier as faithful as his father!"
monster_Iguanazaur_gameplayDescriptionKey,High Damage Attacker
skill_undead_mr_beast_FreeClaws_nameKey,Free Claws
skill_undead_mr_beast_FreeBites_nameKey,Free Bites
skill_undead_mr_beast_PrankPreparation_nameKey,Prank Preparation
skill_undead_mr_beast_CrewJoke_nameKey,Crew Joke
skill_undead_mr_beast_HatersgonnaHate_nameKey,Haters gonna Hate
skill_undead_mr_beast_EternalBeast_nameKey,Eternal Beast
skill_undead_mr_beast_Surprised_nameKey,Surprised?
skill_undead_mr_beast_YouLeaveyouLose_nameKey,You Leave you Lose
skill_undead_mr_beast_FreeClaws_descriptionKey,Deals heavy Magic damage to one enemy.
skill_undead_mr_beast_FreeBites_descriptionKey,Deals low Magic damage to all enemies. Requires cooldown.
skill_undead_mr_beast_PrankPreparation_descriptionKey,Deals moderate Magic damage to one enemy. Applies Guard Down to one enemy. Requires cooldown.
skill_undead_mr_beast_CrewJoke_descriptionKey,Deals moderate Magic damage to all enemies. Applies Guard Down to all enemies. Requires cooldown.
skill_undead_mr_beast_HatersgonnaHate_descriptionKey,Applies a Random Hater skill to himself. Gives 1 extra turn to himself. Requires cooldown.
skill_undead_mr_beast_EternalBeast_descriptionKey,Applies Life Regeneration to himself. Gives 1 extra turn to himself. Requires cooldown.
skill_undead_mr_beast_Surprised_descriptionKey,Deals massive Magic damage to one enemy. Applies Curse to one enemy. Requires cooldown.
skill_undead_mr_beast_YouLeaveyouLose_descriptionKey,Deals moderate Magic damage to all enemies. Applies Curse to all enemies. Requires cooldown.
specialSkill_SubscribewithNotifications_nameKey,Subscribe with Notifications
specialSkill_SubscribewithNotifications_descriptionKey,Applies Guard Down and Curse to all enemies. Deals very heavy Magic damage to all enemies. 
monster_UndeadMrBeast_nameKey,Undead Mr. Beast
monster_UndeadMrBeast_descriptionKey,"Mr. Beast has finally met his immortal match! Rotten’s plan backfired and now there’s a new Cosmic monster in the universe. By entering two portals simultaneously, Mr. Beast’s body was ripped in two and now there’s an evil clone, made of hatred and bone, eager to wreak havoc!"
monster_UndeadMrBeast_gameplayDescriptionKey,Magic Uncontrollable Attacker with Life Regeneration and Random Element Hater skills
skill_rusalka_SeaFairy_nameKey,Aquatic Fairy
skill_rusalka_Unwinged_nameKey,Unwinged
skill_rusalka_ToxicArpoon_nameKey,Toxic Harpoon
skill_rusalka_NoMoreChuckle_nameKey,No More Chuckle
skill_rusalka_StrengthOfTheDeepness_nameKey,Strength Of The Deep
skill_rusalka_BreakingWave_nameKey,Breaking Wave
skill_rusalka_DeepWater_nameKey,Deep Water
skill_rusalka_RiversCourse_nameKey,River's Course
skill_rusalka_SeaFairy_descriptionKey,Deals moderate Water damage to one enemy.
skill_rusalka_Unwinged_descriptionKey,Deals low Water damage to all enemies.
skill_rusalka_ToxicArpoon_descriptionKey,Deals moderate Water damage to one enemy. Applies Drowned to one enemy. Applies Poison to one enemy. Requires cooldown.
skill_rusalka_NoMoreChuckle_descriptionKey,Applies Winged Hater to herself. Applies Stamina Regeneration to herself. Requires cooldown.
skill_rusalka_StrengthOfTheDeepness_descriptionKey,Applies Pierce to herself. Applies Damage Boost to herself. Requires cooldown.
skill_rusalka_BreakingWave_descriptionKey,Deals moderate Water Damage to all enemies. Applies Drowned to all enemies. Requires cooldown.
skill_rusalka_DeepWater_descriptionKey,Removes positive status effects from one enemy. Deals heavy Water Damage to one enemy. Applies Drowned to one enemy. Requires cooldown.
skill_rusalka_RiversCourse_descriptionKey,Deals moderate Water Damage to all enemies. Applies Stamina Regeneration to herself. Requires cooldown.
specialSkill_FuryOfTheSea_nameKey,Lady of The Lake
specialSkill_FuryOfTheSea_descriptionKey,Applies Pierce to herself. Deals very heavy Water damage to all enemies. Applies Drowned to all enemies. Applies Poison to all enemies.
monster_Rusalka_nameKey,Rusalka
monster_Rusalka_descriptionKey,"Capable of piercing through the toughest of armor with her dead fisherman’s hook, Rusalka is Chuckle Muckel’s evil relative. Once the best of friends, a tragic accident changed the course of their lives forever. Rusalka is nothing like her warm-hearted cousin – she won’t wait until your tooth has fallen out to rip it from you!"
monster_Rusalka_gameplayDescriptionKey,Water Attacker with Pierce skills
skill_pulsus_FrozenToDeath_nameKey,Frozen To Death
skill_pulsus_FriendoftheColdness_nameKey,Friend of the Cold
skill_pulsus_NothingCanKillMe_nameKey,Nothing Can Kill Me
skill_pulsus_SugarRush_nameKey,Sugar Rush
skill_pulsus_WorseThanMint_nameKey,Worse Than Mint
skill_pulsus_DarkandDamp_nameKey,Dark and Damp
skill_pulsus_WinterHibernation_nameKey,Winter Hibernation
skill_pulsus_FrozenDreams_nameKey,Frozen Dreams
skill_pulsus_FrozenToDeath_descriptionKey,Deals very low Special damage to one enemy. Applies Freeze to one enemy.
skill_pulsus_FriendoftheColdness_descriptionKey,Deals low Earth damage to all enemies.
skill_pulsus_NothingCanKillMe_descriptionKey,Deals low Earth damage to all enemies. Blocks out 50% of the incoming damage. Requires cooldown.
skill_pulsus_SugarRush_descriptionKey,Removes all negative status effects and applies Life Regeneration to itself. Requires cooldown.
skill_pulsus_WorseThanMint_descriptionKey,Blocks all damage except from the Light element. Heals all allies by 30%. Requires cooldown.
skill_pulsus_DarkandDamp_descriptionKey,Deals moderate Special damage to one enemy. Applies Freeze to one enemy twice. Applies Life Regeneration to itself. Requires cooldown.
skill_pulsus_WinterHibernation_descriptionKey,Applies a 50% Life Shield to itself. Heals itself by 50%. Blocks out 50% of the incoming damage. Requires cooldown.
skill_pulsus_FrozenDreams_descriptionKey,Deals low Special damage to all enemies. Applies Freeze to all enemies. Requires cooldown.
specialSkill_InsectsBlizzard_nameKey,Insects Blizzard
specialSkill_InsectsBlizzard_descriptionKey,Deals moderate Special damage to all enemies. Applies MegaFreeze to all enemies. Applies a 50% Life Shield to itself.
monster_Pulsus_nameKey,Pulsus
monster_Pulsus_descriptionKey,"When Pulsus saw the distant Cosmic star, he started following it up North, but he pushed himself to go further than he could, and at one point, he was too cold to continue. He was freezing to death when the star exploded and covered him with Stardust. He was invigorated and, from that moment, ice and cold were no longer his enemies, but his best allies."
monster_Pulsus_gameplayDescriptionKey,Earth Controller with Freeze and high resistance skills 
skill_necrolicht_Lifelink_nameKey,Lifelink
skill_necrolicht_BloodforBones_nameKey,Blood for Bones
skill_necrolicht_SelflessSpirit_nameKey,Selfless Spirit
skill_necrolicht_EverlastingTorment_nameKey,Everlasting Torment
skill_necrolicht_BishopofRebirth_nameKey,Bishop of Rebirth
skill_necrolicht_TouchOfDeath_nameKey,Touch of Death
skill_necrolicht_DefyDeath_nameKey,Defy Death
skill_necrolicht_EmptyTheCatacombs_nameKey,Empty the Catacombs
skill_necrolicht_Lifelink_descriptionKey,Deals low Light damage to one enemy. Gains as much life as damage dealt.
skill_necrolicht_BloodforBones_descriptionKey,Resurrects one ally with 50% Life. Removes 50% of Total Life from itself.
skill_necrolicht_SelflessSpirit_descriptionKey,Heals all allies by 25%. Removes 50% of Total Life from itself. Requires cooldown.
